"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Cable Fly Crossovers",2,"",0,"normal",20,16,,,
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Cable Fly Crossovers",2,"",1,"normal",25,15,,,
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Cable Fly Crossovers",2,"",2,"normal",30,12,,,
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Upright Row (Barbell)",2,"",0,"normal",55,12,,,
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Upright Row (Barbell)",2,"",1,"normal",55,15,,,
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Upright Row (Barbell)",2,"",2,"normal",50,12,,,
"Chest/Tri's","23 Jul 2025, 06:32","23 Jul 2025, 07:11","","Warm Up",,"",0,"normal",,,,120,
"Chest/Tri's","23 Jul 2025, 06:32","23 Jul 2025, 07:11","","Bench Press (Dumbbell)",,"",0,"normal",35,15,,,
"Chest/Tri's","23 Jul 2025, 06:32","23 Jul 2025, 07:11","","Bench Press (Dumbbell)",,"",1,"normal",40,15,,,
"Chest/Tri's","23 Jul 2025, 06:32","23 Jul 2025, 07:11","","Bench Press (Dumbbell)",,"",2,"normal",40,12,,,
"Chest/Tri's","23 Jul 2025, 06:32","23 Jul 2025, 07:11","","Triceps Rope Pushdown",0,"",0,"normal",90,15,,,
"Chest/Tri's","23 Jul 2025, 06:32","23 Jul 2025, 07:11","","Triceps Rope Pushdown",0,"",1,"normal",90,15,,,
"Chest/Tri's","23 Jul 2025, 06:32","23 Jul 2025, 07:11","","Hex Press (Dumbbell)",0,"",0,"normal",30,15,,,
"Chest/Tri's","23 Jul 2025, 06:32","23 Jul 2025, 07:11","","Hex Press (Dumbbell)",0,"",1,"normal",35,14,,,
"Chest/Tri's","23 Jul 2025, 06:32","23 Jul 2025, 07:11","","Hex Press (Dumbbell)",0,"",2,"normal",35,10,,,
"Chest/Tri's","23 Jul 2025, 06:32","23 Jul 2025, 07:11","","Bicycle Crunch",,"",0,"normal",,15,,,
"Chest/Tri's","23 Jul 2025, 06:32","23 Jul 2025, 07:11","","Bicycle Crunch",,"",1,"normal",,15,,,
"Chest/Tri's","23 Jul 2025, 06:32","23 Jul 2025, 07:11","","Bicycle Crunch",,"",2,"normal",,15,,,
"Chest/Tri's","23 Jul 2025, 06:32","23 Jul 2025, 07:11","","Incline Chest Press (Machine)",,"",0,"normal",50,14,,,
"Chest/Tri's","23 Jul 2025, 06:32","23 Jul 2025, 07:11","","Incline Chest Press (Machine)",,"",1,"normal",50,14,,,
"Chest/Tri's","23 Jul 2025, 06:32","23 Jul 2025, 07:11","","Incline Chest Press (Machine)",,"",2,"normal",50,14,,,
"Alt Run #1","22 Jul 2025, 06:51","22 Jul 2025, 07:16","","Running",,"",0,"normal",,,2,1500,
"Back and Biceps","21 Jul 2025, 06:42","21 Jul 2025, 07:53","","Bent Over Row (Barbell)",,"",0,"normal",155,15,,,
"Back and Biceps","21 Jul 2025, 06:42","21 Jul 2025, 07:53","","Bent Over Row (Barbell)",,"",1,"normal",155,14,,,
"Back and Biceps","21 Jul 2025, 06:42","21 Jul 2025, 07:53","","Bent Over Row (Barbell)",,"",2,"normal",155,14,,,
"Back and Biceps","21 Jul 2025, 06:42","21 Jul 2025, 07:53","","Preacher Curl (Machine)",,"",0,"normal",35,14,,,
"Back and Biceps","21 Jul 2025, 06:42","21 Jul 2025, 07:53","","Preacher Curl (Machine)",,"",1,"normal",35,12,,,
"Back and Biceps","21 Jul 2025, 06:42","21 Jul 2025, 07:53","","Preacher Curl (Machine)",,"",2,"normal",35,12,,,
"Back and Biceps","21 Jul 2025, 06:42","21 Jul 2025, 07:53","","Axe Chopper",0,"",0,"normal",35,24,,,
"Back and Biceps","21 Jul 2025, 06:42","21 Jul 2025, 07:53","","Axe Chopper",0,"",1,"normal",55,28,,,
"Back and Biceps","21 Jul 2025, 06:42","21 Jul 2025, 07:53","","Axe Chopper",0,"",2,"normal",60,28,,,
"Back and Biceps","21 Jul 2025, 06:42","21 Jul 2025, 07:53","","Single Arm Lat Pulldown",0,"",0,"normal",55,24,,,
"Back and Biceps","21 Jul 2025, 06:42","21 Jul 2025, 07:53","","Single Arm Lat Pulldown",0,"",1,"normal",60,28,,,
"Back and Biceps","21 Jul 2025, 06:42","21 Jul 2025, 07:53","","Single Arm Lat Pulldown",0,"",2,"normal",65,24,,,
"Compound Interest","19 Jul 2025, 12:34","19 Jul 2025, 14:02","","Elliptical Trainer",,"",0,"normal",,,0.6,470,
"Compound Interest","19 Jul 2025, 12:34","19 Jul 2025, 14:02","","Warm Up",,"",0,"normal",,,,300,
"Compound Interest","19 Jul 2025, 12:34","19 Jul 2025, 14:02","","Overhead Press (Barbell)",,"",0,"normal",65,10,,,
"Compound Interest","19 Jul 2025, 12:34","19 Jul 2025, 14:02","","Overhead Press (Barbell)",,"",1,"normal",75,12,,,
"Compound Interest","19 Jul 2025, 12:34","19 Jul 2025, 14:02","","Overhead Press (Barbell)",,"",2,"normal",75,12,,,
"Compound Interest","19 Jul 2025, 12:34","19 Jul 2025, 14:02","","Bent Over Row (Barbell)",,"",0,"normal",155,14,,,
"Compound Interest","19 Jul 2025, 12:34","19 Jul 2025, 14:02","","Bent Over Row (Barbell)",,"",1,"normal",155,12,,,
"Compound Interest","19 Jul 2025, 12:34","19 Jul 2025, 14:02","","Bent Over Row (Barbell)",,"",2,"normal",155,12,,,
"Compound Interest","19 Jul 2025, 12:34","19 Jul 2025, 14:02","","Deadlift (Barbell)",,"",0,"normal",155,14,,,
"Compound Interest","19 Jul 2025, 12:34","19 Jul 2025, 14:02","","Deadlift (Barbell)",,"",1,"normal",155,14,,,
"Compound Interest","19 Jul 2025, 12:34","19 Jul 2025, 14:02","","Deadlift (Barbell)",,"",2,"normal",155,12,,,
"Compound Interest","19 Jul 2025, 12:34","19 Jul 2025, 14:02","","Squat (Barbell)",,"",0,"normal",135,12,,,
"Compound Interest","19 Jul 2025, 12:34","19 Jul 2025, 14:02","","Squat (Barbell)",,"",1,"normal",135,12,,,
"Compound Interest","19 Jul 2025, 12:34","19 Jul 2025, 14:02","","Squat (Barbell)",,"",2,"normal",135,12,,,
"Compound Interest","19 Jul 2025, 12:34","19 Jul 2025, 14:02","","Bench Press (Dumbbell)",,"",0,"normal",45,12,,,
"Compound Interest","19 Jul 2025, 12:34","19 Jul 2025, 14:02","","Bench Press (Dumbbell)",,"",1,"normal",45,12,,,
"Compound Interest","19 Jul 2025, 12:34","19 Jul 2025, 14:02","","Bench Press (Dumbbell)",,"",2,"normal",45,8,,,
"Back and Biceps","17 Jul 2025, 20:10","17 Jul 2025, 20:54","","Bent Over Row (Barbell)",,"",0,"normal",135,10,,,
"Back and Biceps","17 Jul 2025, 20:10","17 Jul 2025, 20:54","","Bent Over Row (Barbell)",,"",1,"normal",175,10,,,
"Back and Biceps","17 Jul 2025, 20:10","17 Jul 2025, 20:54","","Bent Over Row (Barbell)",,"",2,"normal",175,10,,,
"Back and Biceps","17 Jul 2025, 20:10","17 Jul 2025, 20:54","","Shrug (Barbell)",,"Reverse",0,"normal",185,14,,,
"Back and Biceps","17 Jul 2025, 20:10","17 Jul 2025, 20:54","","Shrug (Barbell)",,"Reverse",1,"normal",185,15,,,
"Back and Biceps","17 Jul 2025, 20:10","17 Jul 2025, 20:54","","Shrug (Barbell)",,"Reverse",2,"normal",185,13,,,
"Back and Biceps","17 Jul 2025, 20:10","17 Jul 2025, 20:54","","Arnold Press (Dumbbell)",0,"",0,"normal",25,12,,,
"Back and Biceps","17 Jul 2025, 20:10","17 Jul 2025, 20:54","","Arnold Press (Dumbbell)",0,"",1,"normal",25,12,,,
"Back and Biceps","17 Jul 2025, 20:10","17 Jul 2025, 20:54","","Arnold Press (Dumbbell)",0,"",2,"normal",25,10,,,
"Back and Biceps","17 Jul 2025, 20:10","17 Jul 2025, 20:54","","Concentration Curl",0,"",0,"normal",25,12,,,
"Back and Biceps","17 Jul 2025, 20:10","17 Jul 2025, 20:54","","Concentration Curl",0,"",1,"normal",25,12,,,
"Back and Biceps","17 Jul 2025, 20:10","17 Jul 2025, 20:54","","Concentration Curl",0,"",2,"normal",25,10,,,
"Back and Biceps","17 Jul 2025, 20:10","17 Jul 2025, 20:54","","Seated Cable Row - V Grip (Cable)",1,"",0,"normal",40,28,,,
"Back and Biceps","17 Jul 2025, 20:10","17 Jul 2025, 20:54","","Seated Cable Row - V Grip (Cable)",1,"",1,"normal",40,24,,,
"Back and Biceps","17 Jul 2025, 20:10","17 Jul 2025, 20:54","","Pull Up (Assisted)",1,"",0,"normal",110,10,,,
"Back and Biceps","17 Jul 2025, 20:10","17 Jul 2025, 20:54","","Pull Up (Assisted)",1,"",1,"normal",110,6,,,
"Back and Biceps","17 Jul 2025, 20:10","17 Jul 2025, 20:54","","Stretching",,"",0,"normal",,,,112,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Warm Up",,"",0,"normal",,,,120,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Bench Press (Barbell)",0,"",0,"normal",135,5,,,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Bench Press (Barbell)",0,"",1,"normal",135,5,,,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Bench Press (Barbell)",0,"",2,"normal",135,6,,,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Triceps Extension (Dumbbell)",0,"",0,"normal",40,10,,,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Triceps Extension (Dumbbell)",0,"",1,"normal",40,10,,,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Triceps Extension (Dumbbell)",0,"",2,"normal",35,12,,,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Incline Bench Press (Dumbbell)",1,"",0,"normal",35,8,,,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Incline Bench Press (Dumbbell)",1,"",1,"normal",40,10,,,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Incline Bench Press (Dumbbell)",1,"",2,"normal",40,10,,,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Incline Bench Press (Dumbbell)",1,"",3,"normal",40,8,,,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Bicep Pulldown - Single Arm",1,"",0,"normal",25,24,,,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Bicep Pulldown - Single Arm",1,"",1,"normal",30,24,,,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Bicep Pulldown - Single Arm",1,"",2,"normal",30,25,,,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Hex Press (Dumbbell)",2,"",0,"warmup",30,13,,,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Hex Press (Dumbbell)",2,"",1,"normal",35,18,,,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Triceps Rope Pushdown",2,"",0,"normal",90,12,,,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Triceps Rope Pushdown",2,"",1,"normal",100,10,,,
"Kratos - chest/tri's","16 Jul 2025, 06:44","16 Jul 2025, 07:54","","Triceps Rope Pushdown",2,"",2,"normal",100,12,,,
"Legs, not bad","14 Jul 2025, 05:48","14 Jul 2025, 07:24","","Warm Up",,"",0,"normal",,,,300,
"Legs, not bad","14 Jul 2025, 05:48","14 Jul 2025, 07:24","","Standing Calf Raise (Smith)",,"",0,"normal",135,10,,,
"Legs, not bad","14 Jul 2025, 05:48","14 Jul 2025, 07:24","","Standing Calf Raise (Smith)",,"",1,"normal",185,10,,,
"Legs, not bad","14 Jul 2025, 05:48","14 Jul 2025, 07:24","","Standing Calf Raise (Smith)",,"",2,"normal",190,10,,,
"Legs, not bad","14 Jul 2025, 05:48","14 Jul 2025, 07:24","","Leg Extension (Machine)",,"",0,"normal",75,20,,,
"Legs, not bad","14 Jul 2025, 05:48","14 Jul 2025, 07:24","","Leg Extension (Machine)",,"",1,"normal",75,24,,,
"Legs, not bad","14 Jul 2025, 05:48","14 Jul 2025, 07:24","","Leg Extension (Machine)",,"",2,"normal",75,24,,,
"Legs, not bad","14 Jul 2025, 05:48","14 Jul 2025, 07:24","","Lying Leg Curl (Machine)",,"",0,"normal",25,12,,,
"Legs, not bad","14 Jul 2025, 05:48","14 Jul 2025, 07:24","","Lying Leg Curl (Machine)",,"",1,"normal",30,10,,,
"Legs, not bad","14 Jul 2025, 05:48","14 Jul 2025, 07:24","","Lying Leg Curl (Machine)",,"",2,"normal",30,12,,,
"Legs, not bad","14 Jul 2025, 05:48","14 Jul 2025, 07:24","","Hip Thrust (Barbell)",,"",0,"normal",135,12,,,
"Legs, not bad","14 Jul 2025, 05:48","14 Jul 2025, 07:24","","Hip Thrust (Barbell)",,"",1,"normal",155,12,,,
"Legs, not bad","14 Jul 2025, 05:48","14 Jul 2025, 07:24","","Hip Thrust (Barbell)",,"",2,"normal",155,12,,,
"Legs, not bad","14 Jul 2025, 05:48","14 Jul 2025, 07:24","","Hip Adduction (Machine)",,"",0,"normal",25,40,,,
"Legs, not bad","14 Jul 2025, 05:48","14 Jul 2025, 07:24","","Hip Adduction (Machine)",,"",1,"normal",30,40,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Warm Up",,"",0,"normal",,,,120,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Seated Cable Row - V Grip (Cable)",0,"Single arm, body twist.",0,"normal",40,20,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Seated Cable Row - V Grip (Cable)",0,"Single arm, body twist.",1,"normal",40,24,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Seated Cable Row - V Grip (Cable)",0,"Single arm, body twist.",2,"normal",45,20,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Seated Cable Row - V Grip (Cable)",0,"Single arm, body twist.",3,"normal",45,22,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Cable Pull In",0,"",0,"normal",30,20,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Cable Pull In",0,"",1,"normal",30,24,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Cable Pull In",0,"",2,"normal",30,24,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Leg Extension (Machine)",,"Single Leg, hold at the top",0,"normal",90,16,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Leg Extension (Machine)",,"Single Leg, hold at the top",1,"normal",85,16,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Leg Extension (Machine)",,"Single Leg, hold at the top",2,"normal",65,24,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Lat Pulldown (Cable)",1,"",0,"normal",50,12,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Lat Pulldown (Cable)",1,"",1,"normal",60,12,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Lat Pulldown (Cable)",1,"",2,"normal",60,10,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Bicep Pulldown - Single Arm",1,"Alt. Pull down bar. Bith arms.",0,"normal",40,28,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Bicep Pulldown - Single Arm",1,"Alt. Pull down bar. Bith arms.",1,"normal",60,24,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Bicep Pulldown - Single Arm",1,"Alt. Pull down bar. Bith arms.",2,"normal",60,20,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Plank",,"",0,"normal",,,,65,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Plank",,"",1,"normal",,,,65,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Bicycle Crunch",,"",0,"normal",,15,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Bicycle Crunch",,"",1,"normal",,15,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Triceps Rope Pushdown",2,"",0,"normal",90,12,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Triceps Rope Pushdown",2,"",1,"normal",90,12,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Triceps Rope Pushdown",2,"",2,"normal",100,12,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Single Arm Lateral Raise (Cable)",2,"",0,"normal",20,8,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Single Arm Lateral Raise (Cable)",2,"",1,"normal",20,10,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Single Arm Lateral Raise (Cable)",2,"",2,"normal",20,8,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",40,10,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",40,10,,,
"CO - WO#7 Arms","12 Jul 2025, 09:35","12 Jul 2025, 10:34","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",40,10,,,
"CO - WO#6 - Chest...meh","11 Jul 2025, 06:30","11 Jul 2025, 07:35","","Warm Up",,"",0,"normal",,,,300,
"CO - WO#6 - Chest...meh","11 Jul 2025, 06:30","11 Jul 2025, 07:35","","Chest Fly (Machine)",,"",0,"normal",105,10,,,
"CO - WO#6 - Chest...meh","11 Jul 2025, 06:30","11 Jul 2025, 07:35","","Chest Fly (Machine)",,"",1,"normal",105,10,,,
"CO - WO#6 - Chest...meh","11 Jul 2025, 06:30","11 Jul 2025, 07:35","","Chest Fly (Machine)",,"",2,"normal",105,10,,,
"CO - WO#6 - Chest...meh","11 Jul 2025, 06:30","11 Jul 2025, 07:35","","Chest Fly (Machine)",,"",3,"normal",105,9,,,
"CO - WO#6 - Chest...meh","11 Jul 2025, 06:30","11 Jul 2025, 07:35","","Bench Press (Dumbbell)",,"",0,"warmup",40,8,,,
"CO - WO#6 - Chest...meh","11 Jul 2025, 06:30","11 Jul 2025, 07:35","","Bench Press (Dumbbell)",,"",1,"normal",55,5,,,
"CO - WO#6 - Chest...meh","11 Jul 2025, 06:30","11 Jul 2025, 07:35","","Bench Press (Dumbbell)",,"",2,"normal",45,10,,,
"CO - WO#6 - Chest...meh","11 Jul 2025, 06:30","11 Jul 2025, 07:35","","Bench Press (Dumbbell)",,"",3,"normal",45,10,,,
"CO - WO#6 - Chest...meh","11 Jul 2025, 06:30","11 Jul 2025, 07:35","","Chest Dip (Assisted)",,"",0,"normal",80,10,,,
"CO - WO#6 - Chest...meh","11 Jul 2025, 06:30","11 Jul 2025, 07:35","","Chest Dip (Assisted)",,"",1,"normal",70,10,,,
"CO - WO#6 - Chest...meh","11 Jul 2025, 06:30","11 Jul 2025, 07:35","","Chest Dip (Assisted)",,"",2,"normal",90,10,,,
"CO - WO#6 - Chest...meh","11 Jul 2025, 06:30","11 Jul 2025, 07:35","","Chest Dip (Assisted)",,"",3,"failure",68.5,8,,,
"CO - WO#6 - Chest...meh","11 Jul 2025, 06:30","11 Jul 2025, 07:35","","Bent Over Row (Barbell)",,"",0,"warmup",135,10,,,
"CO - WO#6 - Chest...meh","11 Jul 2025, 06:30","11 Jul 2025, 07:35","","Bent Over Row (Barbell)",,"",1,"normal",155,8,,,
"CO - WO#6 - Chest...meh","11 Jul 2025, 06:30","11 Jul 2025, 07:35","","Bent Over Row (Barbell)",,"",2,"normal",155,8,,,
"CO - W#5 Arms","9 Jul 2025, 06:22","9 Jul 2025, 07:11","","Plank",,"",0,"normal",,,,93,
"CO - W#5 Arms","9 Jul 2025, 06:22","9 Jul 2025, 07:11","","Warm Up",,"",0,"normal",,,,120,
"CO - W#5 Arms","9 Jul 2025, 06:22","9 Jul 2025, 07:11","","Seated Incline Curl (Dumbbell)",,"",0,"normal",30,8,,,
"CO - W#5 Arms","9 Jul 2025, 06:22","9 Jul 2025, 07:11","","Seated Incline Curl (Dumbbell)",,"",1,"normal",30,8,,,
"CO - W#5 Arms","9 Jul 2025, 06:22","9 Jul 2025, 07:11","","Seated Incline Curl (Dumbbell)",,"",2,"normal",30,7,,,
"CO - W#5 Arms","9 Jul 2025, 06:22","9 Jul 2025, 07:11","","Seated Incline Curl (Dumbbell)",,"",3,"normal",30,6,,,
"CO - W#5 Arms","9 Jul 2025, 06:22","9 Jul 2025, 07:11","","Shrug (Dumbbell)",,"",0,"normal",85,10,,,
"CO - W#5 Arms","9 Jul 2025, 06:22","9 Jul 2025, 07:11","","Shrug (Dumbbell)",,"",1,"normal",85,12,,,
"CO - W#5 Arms","9 Jul 2025, 06:22","9 Jul 2025, 07:11","","Shrug (Dumbbell)",,"",2,"normal",85,12,,,
"CO - W#5 Arms","9 Jul 2025, 06:22","9 Jul 2025, 07:11","","Triceps Rope Pushdown",,"",0,"normal",80,12,,,
"CO - W#5 Arms","9 Jul 2025, 06:22","9 Jul 2025, 07:11","","Triceps Rope Pushdown",,"",1,"normal",80,12,,,
"CO - W#5 Arms","9 Jul 2025, 06:22","9 Jul 2025, 07:11","","Triceps Rope Pushdown",,"",2,"normal",90,12,,,
"CO - W#5 Arms","9 Jul 2025, 06:22","9 Jul 2025, 07:11","","Triceps Rope Pushdown",,"",3,"normal",90,15,,,
"CO - W#5 Arms","9 Jul 2025, 06:22","9 Jul 2025, 07:11","","Bicep Curl (Cable)",,"Single Arm",0,"normal",40,20,,,
"CO - W#5 Arms","9 Jul 2025, 06:22","9 Jul 2025, 07:11","","Bicep Curl (Cable)",,"Single Arm",1,"normal",40,24,,,
"CO - W#5 Arms","9 Jul 2025, 06:22","9 Jul 2025, 07:11","","Bicep Curl (Cable)",,"Single Arm",2,"normal",40,24,,,
"CO - W#5 Arms","9 Jul 2025, 06:22","9 Jul 2025, 07:11","","Bicep Curl (Cable)",,"Single Arm",3,"normal",40,24,,,
"CO - WO#4 Legs","8 Jul 2025, 18:23","8 Jul 2025, 19:25","","Elliptical Trainer",,"",0,"normal",,,0.6,470,
"CO - WO#4 Legs","8 Jul 2025, 18:23","8 Jul 2025, 19:25","","Stretching",,"",0,"normal",,,,234,
"CO - WO#4 Legs","8 Jul 2025, 18:23","8 Jul 2025, 19:25","","Warm Up",,"",0,"normal",,,,120,
"CO - WO#4 Legs","8 Jul 2025, 18:23","8 Jul 2025, 19:25","","Squat (Barbell)",,"",0,"warmup",135,5,,,
"CO - WO#4 Legs","8 Jul 2025, 18:23","8 Jul 2025, 19:25","","Squat (Barbell)",,"",1,"normal",175,6,,,
"CO - WO#4 Legs","8 Jul 2025, 18:23","8 Jul 2025, 19:25","","Squat (Barbell)",,"",2,"normal",225,5,,,
"CO - WO#4 Legs","8 Jul 2025, 18:23","8 Jul 2025, 19:25","","Squat (Barbell)",,"",3,"normal",245,3,,,
"CO - WO#4 Legs","8 Jul 2025, 18:23","8 Jul 2025, 19:25","","Squat (Barbell)",,"",4,"normal",205,5,,,
"CO - WO#4 Legs","8 Jul 2025, 18:23","8 Jul 2025, 19:25","","Calf Press (Machine)",,"Single Leg to start",0,"normal",135,20,,,
"CO - WO#4 Legs","8 Jul 2025, 18:23","8 Jul 2025, 19:25","","Calf Press (Machine)",,"Single Leg to start",1,"normal",155,20,,,
"CO - WO#4 Legs","8 Jul 2025, 18:23","8 Jul 2025, 19:25","","Calf Press (Machine)",,"Single Leg to start",2,"normal",225,20,,,
"CO - WO#4 Legs","8 Jul 2025, 18:23","8 Jul 2025, 19:25","","Calf Press (Machine)",,"Single Leg to start",3,"normal",245,15,,,
"CO - WO#4 Legs","8 Jul 2025, 18:23","8 Jul 2025, 19:25","","Leg Extension (Machine)",,"",0,"normal",95,16,,,
"CO - WO#4 Legs","8 Jul 2025, 18:23","8 Jul 2025, 19:25","","Leg Extension (Machine)",,"",1,"normal",75,24,,,
"CO - WO#4 Legs","8 Jul 2025, 18:23","8 Jul 2025, 19:25","","Leg Extension (Machine)",,"",2,"normal",75,20,,,
"CO - WO#4 Legs","8 Jul 2025, 18:23","8 Jul 2025, 19:25","","Leg Extension (Machine)",,"",3,"normal",75,20,,,
"CO - WO#3 Deadlift","3 Jul 2025, 07:09","3 Jul 2025, 07:54","","Warm Up",,"",0,"normal",,,,343,
"CO - WO#3 Deadlift","3 Jul 2025, 07:09","3 Jul 2025, 07:54","","Deadlift (Barbell)",,"",0,"warmup",135,5,,,
"CO - WO#3 Deadlift","3 Jul 2025, 07:09","3 Jul 2025, 07:54","","Deadlift (Barbell)",,"",1,"warmup",185,5,,,
"CO - WO#3 Deadlift","3 Jul 2025, 07:09","3 Jul 2025, 07:54","","Deadlift (Barbell)",,"",2,"normal",225,5,,,
"CO - WO#3 Deadlift","3 Jul 2025, 07:09","3 Jul 2025, 07:54","","Deadlift (Barbell)",,"",3,"normal",275,3,,,
"CO - WO#3 Deadlift","3 Jul 2025, 07:09","3 Jul 2025, 07:54","","Deadlift (Barbell)",,"",4,"normal",315,3,,,
"CO - WO#3 Deadlift","3 Jul 2025, 07:09","3 Jul 2025, 07:54","","Deadlift (Barbell)",,"",5,"normal",335,2,,,
"CO - WO#3 Deadlift","3 Jul 2025, 07:09","3 Jul 2025, 07:54","","Stretching",,"",0,"normal",,,,300,
"CO - WO#2 - Quick Arms/Morning","2 Jul 2025, 06:47","2 Jul 2025, 07:33","","Warm Up",,"",0,"normal",,,,376,
"CO - WO#2 - Quick Arms/Morning","2 Jul 2025, 06:47","2 Jul 2025, 07:33","","Single Arm Lateral Raise (Cable)",1,"",0,"normal",10,20,,,
"CO - WO#2 - Quick Arms/Morning","2 Jul 2025, 06:47","2 Jul 2025, 07:33","","Seated Incline Curl (Dumbbell)",1,"",0,"normal",30,8,,,
"CO - WO#2 - Quick Arms/Morning","2 Jul 2025, 06:47","2 Jul 2025, 07:33","","Seated Incline Curl (Dumbbell)",1,"",1,"normal",30,6,,,
"CO - WO#2 - Quick Arms/Morning","2 Jul 2025, 06:47","2 Jul 2025, 07:33","","Seated Incline Curl (Dumbbell)",1,"",2,"normal",30,8,,,
"CO - WO#2 - Quick Arms/Morning","2 Jul 2025, 06:47","2 Jul 2025, 07:33","","Lateral Raise (Dumbbell)",0,"",0,"normal",10,12,,,
"CO - WO#2 - Quick Arms/Morning","2 Jul 2025, 06:47","2 Jul 2025, 07:33","","Lateral Raise (Dumbbell)",0,"",1,"normal",12.5,10,,,
