"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Getting BACK into DL","12 Sep 2025, 07:24","12 Sep 2025, 08:04","","Deadlift (Barbell)",,"",1,"warmup",185,5,,,
"Getting BACK into DL","12 Sep 2025, 07:24","12 Sep 2025, 08:04","","Deadlift (Barbell)",,"",2,"normal",205,5,,,
"Getting BACK into DL","12 Sep 2025, 07:24","12 Sep 2025, 08:04","","Deadlift (Barbell)",,"",3,"normal",225,5,,,
"Getting BACK into DL","12 Sep 2025, 07:24","12 Sep 2025, 08:04","","Deadlift (Barbell)",,"",4,"normal",275,5,,,
"Getting BACK into DL","12 Sep 2025, 07:24","12 Sep 2025, 08:04","","Deadlift (Barbell)",,"",5,"normal",295,3,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Warm Up",,"",0,"normal",,,,362,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Bench Press (Dumbbell)",,"",0,"normal",45,13,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Bench Press (Dumbbell)",,"",1,"normal",45,13,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Bench Press (Dumbbell)",,"",2,"failure",45,12,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Sit Up",,"",0,"normal",,30,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Sit Up",,"",1,"normal",,30,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Sit Up",,"",2,"normal",,30,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Shrug (Barbell)",0,"",0,"normal",205,20,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Shrug (Barbell)",0,"",1,"normal",205,20,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Shrug (Barbell)",0,"",2,"normal",205,20,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Seated Incline Curl (Dumbbell)",0,"",0,"normal",20,12,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Seated Incline Curl (Dumbbell)",0,"",1,"normal",20,12,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Seated Incline Curl (Dumbbell)",0,"",2,"failure",20,10,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Cable Fly Crossovers",1,"",0,"normal",30,16,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Cable Fly Crossovers",1,"",1,"normal",35,12,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Cable Fly Crossovers",1,"",2,"failure",35,12,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Triceps Rope Pushdown",1,"",0,"normal",120,14,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Triceps Rope Pushdown",1,"",1,"normal",120,14,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Triceps Rope Pushdown",1,"",2,"normal",130,10,,,
"Chest/Arms","10 Sep 2025, 06:47","10 Sep 2025, 07:42","","Hex Press (Dumbbell)",,"",0,"failure",30,16,,,
"Lego my Legs","8 Sep 2025, 06:43","8 Sep 2025, 07:39","","Warm Up",,"",0,"normal",,,,1536,
"Lego my Legs","8 Sep 2025, 06:43","8 Sep 2025, 07:39","","Leg Extension (Machine)",1,"",0,"normal",60,14,,,
"Lego my Legs","8 Sep 2025, 06:43","8 Sep 2025, 07:39","","Leg Extension (Machine)",1,"",1,"normal",60,14,,,
"Lego my Legs","8 Sep 2025, 06:43","8 Sep 2025, 07:39","","Leg Extension (Machine)",1,"",2,"failure",60,14,,,
"Lego my Legs","8 Sep 2025, 06:43","8 Sep 2025, 07:39","","Shrug (Barbell)",1,"",0,"normal",185,20,,,
"Lego my Legs","8 Sep 2025, 06:43","8 Sep 2025, 07:39","","Shrug (Barbell)",1,"",1,"normal",205,20,,,
"Lego my Legs","8 Sep 2025, 06:43","8 Sep 2025, 07:39","","Shrug (Barbell)",1,"",2,"normal",205,20,,,
"Lego my Legs","8 Sep 2025, 06:43","8 Sep 2025, 07:39","","Standing Calf Raise (Barbell)",0,"",0,"normal",135,14,,,
"Lego my Legs","8 Sep 2025, 06:43","8 Sep 2025, 07:39","","Standing Calf Raise (Barbell)",0,"",1,"normal",185,16,,,
"Lego my Legs","8 Sep 2025, 06:43","8 Sep 2025, 07:39","","V Up",0,"",0,"normal",,12,,,
"Lego my Legs","8 Sep 2025, 06:43","8 Sep 2025, 07:39","","V Up",0,"",1,"normal",,14,,,
"Lego my Legs","8 Sep 2025, 06:43","8 Sep 2025, 07:39","","V Up",0,"",2,"failure",,12,,,
"Lego my Legs","8 Sep 2025, 06:43","8 Sep 2025, 07:39","","Leg Press Horizontal (Machine)",,"",0,"normal",80,12,,,
"Lego my Legs","8 Sep 2025, 06:43","8 Sep 2025, 07:39","","Leg Press Horizontal (Machine)",,"",1,"normal",80,12,,,
"Beep","5 Sep 2025, 07:06","5 Sep 2025, 07:40","","Warm Up",,"",0,"normal",,,,120,
"Beep","5 Sep 2025, 07:06","5 Sep 2025, 07:40","","Seated Incline Curl (Dumbbell)",0,"",0,"normal",25,11,,,
"Beep","5 Sep 2025, 07:06","5 Sep 2025, 07:40","","Seated Incline Curl (Dumbbell)",0,"",1,"normal",20,13,,,
"Beep","5 Sep 2025, 07:06","5 Sep 2025, 07:40","","Seated Incline Curl (Dumbbell)",0,"",2,"failure",20,10,,,
"Beep","5 Sep 2025, 07:06","5 Sep 2025, 07:40","","Shrug (Barbell)",0,"",0,"normal",205,18,,,
"Beep","5 Sep 2025, 07:06","5 Sep 2025, 07:40","","Shrug (Barbell)",0,"",1,"normal",205,20,,,
"Beep","5 Sep 2025, 07:06","5 Sep 2025, 07:40","","Shrug (Barbell)",0,"",2,"normal",205,20,,,
"Beep","5 Sep 2025, 07:06","5 Sep 2025, 07:40","","Triceps Rope Pushdown",1,"",0,"normal",120,14,,,
"Beep","5 Sep 2025, 07:06","5 Sep 2025, 07:40","","Triceps Rope Pushdown",1,"",1,"normal",120,14,,,
"Beep","5 Sep 2025, 07:06","5 Sep 2025, 07:40","","Triceps Rope Pushdown",1,"",2,"failure",120,12,,,
"Beep","5 Sep 2025, 07:06","5 Sep 2025, 07:40","","Landmine 180",1,"",0,"normal",35,10,,,
"Beep","5 Sep 2025, 07:06","5 Sep 2025, 07:40","","Landmine 180",1,"",1,"normal",35,10,,,
"Beep","5 Sep 2025, 07:06","5 Sep 2025, 07:40","","Landmine 180",1,"",2,"failure",35,8,,,
"Quick Chest and Upper","3 Sep 2025, 16:01","3 Sep 2025, 16:54","","Bench Press (Barbell)",,"",0,"normal",115,13,,,
"Quick Chest and Upper","3 Sep 2025, 16:01","3 Sep 2025, 16:54","","Bench Press (Barbell)",,"",1,"normal",115,12,,,
"Quick Chest and Upper","3 Sep 2025, 16:01","3 Sep 2025, 16:54","","Bench Press (Barbell)",,"",2,"normal",115,13,,,
"Quick Chest and Upper","3 Sep 2025, 16:01","3 Sep 2025, 16:54","","Sit Up",0,"",0,"normal",,30,,,
"Quick Chest and Upper","3 Sep 2025, 16:01","3 Sep 2025, 16:54","","Sit Up",0,"",1,"normal",,30,,,
"Quick Chest and Upper","3 Sep 2025, 16:01","3 Sep 2025, 16:54","","Sit Up",0,"",2,"normal",,30,,,
"Quick Chest and Upper","3 Sep 2025, 16:01","3 Sep 2025, 16:54","","Cable Fly Crossovers",0,"",0,"normal",30,14,,,
"Quick Chest and Upper","3 Sep 2025, 16:01","3 Sep 2025, 16:54","","Cable Fly Crossovers",0,"",1,"normal",30,12,,,
"Quick Chest and Upper","3 Sep 2025, 16:01","3 Sep 2025, 16:54","","Cable Fly Crossovers",0,"",2,"normal",30,14,,,
"Quick Chest and Upper","3 Sep 2025, 16:01","3 Sep 2025, 16:54","","Incline Bench Press (Barbell)",1,"",0,"normal",95,14,,,
"Quick Chest and Upper","3 Sep 2025, 16:01","3 Sep 2025, 16:54","","Incline Bench Press (Barbell)",1,"",1,"normal",95,16,,,
"Quick Chest and Upper","3 Sep 2025, 16:01","3 Sep 2025, 16:54","","Incline Bench Press (Barbell)",1,"",2,"failure",105,11,,,
"Quick Chest and Upper","3 Sep 2025, 16:01","3 Sep 2025, 16:54","","Seated Cable Row - V Grip (Cable)",1,"",0,"normal",60,12,,,
"Quick Chest and Upper","3 Sep 2025, 16:01","3 Sep 2025, 16:54","","Seated Cable Row - V Grip (Cable)",1,"",1,"normal",60,12,,,
"Quick Chest and Upper","3 Sep 2025, 16:01","3 Sep 2025, 16:54","","Seated Cable Row - V Grip (Cable)",1,"",2,"failure",60,12,,,
"Quick Chest and Upper","3 Sep 2025, 16:01","3 Sep 2025, 16:54","","Lateral Raise (Dumbbell)",,"",0,"normal",10,22,,,
"Quick Chest and Upper","3 Sep 2025, 16:01","3 Sep 2025, 16:54","","Lateral Raise (Dumbbell)",,"",1,"normal",10,20,,,
"Quick Chest and Upper","3 Sep 2025, 16:01","3 Sep 2025, 16:54","","Lateral Raise (Dumbbell)",,"",2,"normal",10,22,,,
"Not bad","28 Aug 2025, 06:48","28 Aug 2025, 07:46","","Sit Up",,"",0,"normal",,30,,,
"Not bad","28 Aug 2025, 06:48","28 Aug 2025, 07:46","","Sit Up",,"",1,"normal",,30,,,
"Not bad","28 Aug 2025, 06:48","28 Aug 2025, 07:46","","Sit Up",,"",2,"normal",,30,,,
"Not bad","28 Aug 2025, 06:48","28 Aug 2025, 07:46","","Incline Bench Press (Barbell)",,"",0,"normal",95,10,,,
"Not bad","28 Aug 2025, 06:48","28 Aug 2025, 07:46","","Incline Bench Press (Barbell)",,"",1,"normal",95,16,,,
"Not bad","28 Aug 2025, 06:48","28 Aug 2025, 07:46","","Incline Bench Press (Barbell)",,"",2,"normal",95,10,,,
"Not bad","28 Aug 2025, 06:48","28 Aug 2025, 07:46","","Landmine 180",0,"",0,"normal",25,14,,,
"Not bad","28 Aug 2025, 06:48","28 Aug 2025, 07:46","","Landmine 180",0,"",1,"normal",30,14,,,
"Not bad","28 Aug 2025, 06:48","28 Aug 2025, 07:46","","Landmine 180",0,"",2,"failure",30,16,,,
"Not bad","28 Aug 2025, 06:48","28 Aug 2025, 07:46","","Triceps Rope Pushdown",0,"",0,"normal",110,14,,,
"Not bad","28 Aug 2025, 06:48","28 Aug 2025, 07:46","","Triceps Rope Pushdown",0,"",1,"normal",110,15,,,
"Not bad","28 Aug 2025, 06:48","28 Aug 2025, 07:46","","Triceps Rope Pushdown",0,"",2,"normal",110,12,,,
"Not bad","28 Aug 2025, 06:48","28 Aug 2025, 07:46","","Cable Fly Crossovers",1,"",0,"normal",25,16,,,
"Not bad","28 Aug 2025, 06:48","28 Aug 2025, 07:46","","Cable Fly Crossovers",1,"",1,"normal",25,16,,,
"Not bad","28 Aug 2025, 06:48","28 Aug 2025, 07:46","","Shrug (Barbell)",1,"",0,"normal",185,20,,,
"Not bad","28 Aug 2025, 06:48","28 Aug 2025, 07:46","","Shrug (Barbell)",1,"",1,"normal",185,20,,,
"Legos","25 Aug 2025, 06:46","25 Aug 2025, 07:32","","Warm Up",,"",0,"normal",,,,120,
"Legos","25 Aug 2025, 06:46","25 Aug 2025, 07:32","","Leg Extension (Machine)",0,"",0,"normal",60,14,,,
"Legos","25 Aug 2025, 06:46","25 Aug 2025, 07:32","","Leg Extension (Machine)",0,"",1,"normal",60,14,,,
"Legos","25 Aug 2025, 06:46","25 Aug 2025, 07:32","","Leg Extension (Machine)",0,"",2,"failure",60,12,,,
"Legos","25 Aug 2025, 06:46","25 Aug 2025, 07:32","","Leg Press Horizontal (Machine)",0,"One leg",0,"normal",80,12,,,
"Legos","25 Aug 2025, 06:46","25 Aug 2025, 07:32","","Leg Press Horizontal (Machine)",0,"One leg",1,"normal",80,12,,,
"Legos","25 Aug 2025, 06:46","25 Aug 2025, 07:32","","Leg Press Horizontal (Machine)",0,"One leg",2,"failure",80,12,,,
"Legos","25 Aug 2025, 06:46","25 Aug 2025, 07:32","","Plank",,"",0,"normal",,,,72,
"Legos","25 Aug 2025, 06:46","25 Aug 2025, 07:32","","Plank",,"",1,"normal",,,,35,
"Legos","25 Aug 2025, 06:46","25 Aug 2025, 07:32","","Standing Calf Raise (Barbell)",,"",0,"normal",160,22,,,
"Legos","25 Aug 2025, 06:46","25 Aug 2025, 07:32","","Standing Calf Raise (Barbell)",,"",1,"normal",180,20,,,
"Legos","25 Aug 2025, 06:46","25 Aug 2025, 07:32","","Standing Calf Raise (Barbell)",,"",2,"failure",180,20,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Bench Press (Dumbbell)",0,"",0,"normal",40,12,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Bench Press (Dumbbell)",0,"",1,"normal",45,14,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Bench Press (Dumbbell)",0,"",2,"normal",45,15,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Shrug (Dumbbell)",0,"",0,"normal",80,12,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Shrug (Dumbbell)",0,"",1,"normal",85,12,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Shrug (Dumbbell)",0,"",2,"normal",60,14,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Incline Bench Press (Dumbbell)",1,"",0,"normal",40,12,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Incline Bench Press (Dumbbell)",1,"",1,"normal",40,12,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Incline Bench Press (Dumbbell)",1,"",2,"normal",40,12,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Seated Incline Curl (Dumbbell)",1,"",0,"normal",20,16,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Seated Incline Curl (Dumbbell)",1,"",1,"normal",20,12,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Seated Incline Curl (Dumbbell)",1,"",2,"normal",20,14,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Sit Up",,"",0,"normal",,25,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Sit Up",,"",1,"normal",,25,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Sit Up",,"",2,"normal",,25,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","V Up",,"",0,"normal",,10,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","V Up",,"",1,"normal",,10,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","V Up",,"",2,"normal",,10,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Deadlift (Barbell)",,"",0,"normal",185,3,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Deadlift (Barbell)",,"",1,"normal",225,5,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Deadlift (Barbell)",,"",2,"normal",275,5,,,
"Yar","23 Aug 2025, 10:06","23 Aug 2025, 11:17","","Deadlift (Barbell)",,"",3,"normal",315,3,,,
"Whoop Whoop","20 Aug 2025, 06:53","20 Aug 2025, 07:47","","Warm Up",,"",0,"normal",,,,300,
"Whoop Whoop","20 Aug 2025, 06:53","20 Aug 2025, 07:47","","Bent Over Row (Barbell)",,"",0,"normal",155,15,,,
"Whoop Whoop","20 Aug 2025, 06:53","20 Aug 2025, 07:47","","Bent Over Row (Barbell)",,"",1,"normal",160,12,,,
"Whoop Whoop","20 Aug 2025, 06:53","20 Aug 2025, 07:47","","Bent Over Row (Barbell)",,"",2,"normal",160,15,,,
"Whoop Whoop","20 Aug 2025, 06:53","20 Aug 2025, 07:47","","Plank",,"",0,"normal",,,,64,
"Whoop Whoop","20 Aug 2025, 06:53","20 Aug 2025, 07:47","","Plank",,"",1,"normal",,,,63,
"Whoop Whoop","20 Aug 2025, 06:53","20 Aug 2025, 07:47","","Single Arm Lateral Raise (Cable)",0,"",0,"normal",15,16,,,
"Whoop Whoop","20 Aug 2025, 06:53","20 Aug 2025, 07:47","","Single Arm Lateral Raise (Cable)",0,"",1,"normal",15,16,,,
"Whoop Whoop","20 Aug 2025, 06:53","20 Aug 2025, 07:47","","Single Arm Lateral Raise (Cable)",0,"",2,"failure",20,14,,,
"Whoop Whoop","20 Aug 2025, 06:53","20 Aug 2025, 07:47","","Shrug (Dumbbell)",0,"",0,"normal",50,21,,,
"Whoop Whoop","20 Aug 2025, 06:53","20 Aug 2025, 07:47","","Shrug (Barbell)",0,"Behind the back",0,"normal",135,16,,,
"Whoop Whoop","20 Aug 2025, 06:53","20 Aug 2025, 07:47","","Shrug (Barbell)",0,"Behind the back",1,"normal",155,14,,,
"Whoop Whoop","20 Aug 2025, 06:53","20 Aug 2025, 07:47","","Landmine 180",1,"",0,"normal",45,10,,,
"Whoop Whoop","20 Aug 2025, 06:53","20 Aug 2025, 07:47","","Landmine 180",1,"",1,"normal",35,14,,,
"Whoop Whoop","20 Aug 2025, 06:53","20 Aug 2025, 07:47","","Landmine 180",1,"",2,"failure",35,20,,,
"Whoop Whoop","20 Aug 2025, 06:53","20 Aug 2025, 07:47","","Seated Cable Row - V Grip (Cable)",1,"Single arm",0,"normal",50,15,,,
"Whoop Whoop","20 Aug 2025, 06:53","20 Aug 2025, 07:47","","Seated Cable Row - V Grip (Cable)",1,"Single arm",1,"normal",50,16,,,
"Whoop Whoop","20 Aug 2025, 06:53","20 Aug 2025, 07:47","","Seated Cable Row - V Grip (Cable)",1,"Single arm",2,"failure",60,20,,,
"Aaaaaaaaahhhhhh","18 Aug 2025, 07:24","18 Aug 2025, 07:45","","Warm Up",,"",0,"normal",,,,120,
"Aaaaaaaaahhhhhh","18 Aug 2025, 07:24","18 Aug 2025, 07:45","","Cable Fly Crossovers",0,"",0,"normal",30,16,,,
"Aaaaaaaaahhhhhh","18 Aug 2025, 07:24","18 Aug 2025, 07:45","","Cable Fly Crossovers",0,"",1,"normal",35,14,,,
"Aaaaaaaaahhhhhh","18 Aug 2025, 07:24","18 Aug 2025, 07:45","","Cable Fly Crossovers",0,"",2,"normal",35,14,,,
"Aaaaaaaaahhhhhh","18 Aug 2025, 07:24","18 Aug 2025, 07:45","","Behind the Back Curl (Cable)",0,"",0,"normal",30,12,,,
"Aaaaaaaaahhhhhh","18 Aug 2025, 07:24","18 Aug 2025, 07:45","","Behind the Back Curl (Cable)",0,"",1,"normal",30,12,,,
"Aaaaaaaaahhhhhh","18 Aug 2025, 07:24","18 Aug 2025, 07:45","","Behind the Back Curl (Cable)",0,"",2,"normal",30,12,,,
"Aaaaaaaaahhhhhh","18 Aug 2025, 07:24","18 Aug 2025, 07:45","","Hex Press (Dumbbell)",,"",0,"normal",30,15,,,
"Aaaaaaaaahhhhhh","18 Aug 2025, 07:24","18 Aug 2025, 07:45","","Hex Press (Dumbbell)",,"",1,"normal",30,16,,,
"Aaaaaaaaahhhhhh","18 Aug 2025, 07:24","18 Aug 2025, 07:45","","Hex Press (Dumbbell)",,"",2,"normal",30,10,,,
"Barbell Hell 2","16 Aug 2025, 10:00","16 Aug 2025, 10:55","","Warm Up",,"",0,"normal",,,,180,
"Barbell Hell 2","16 Aug 2025, 10:00","16 Aug 2025, 10:55","","Bent Over Row (Barbell)",0,"",0,"normal",155,14,,,
"Barbell Hell 2","16 Aug 2025, 10:00","16 Aug 2025, 10:55","","Bent Over Row (Barbell)",0,"",1,"normal",155,12,,,
"Barbell Hell 2","16 Aug 2025, 10:00","16 Aug 2025, 10:55","","Bent Over Row (Barbell)",0,"",2,"normal",155,12,,,
"Barbell Hell 2","16 Aug 2025, 10:00","16 Aug 2025, 10:55","","Overhead Press (Barbell)",0,"",0,"normal",95,5,,,
"Barbell Hell 2","16 Aug 2025, 10:00","16 Aug 2025, 10:55","","Overhead Press (Barbell)",0,"",1,"normal",65,12,,,
"Barbell Hell 2","16 Aug 2025, 10:00","16 Aug 2025, 10:55","","Overhead Press (Barbell)",0,"",2,"normal",65,12,,,
"Barbell Hell 2","16 Aug 2025, 10:00","16 Aug 2025, 10:55","","Deadlift (Barbell)",,"",0,"normal",155,12,,,
"Barbell Hell 2","16 Aug 2025, 10:00","16 Aug 2025, 10:55","","Deadlift (Barbell)",,"",1,"normal",155,12,,,
"Barbell Hell 2","16 Aug 2025, 10:00","16 Aug 2025, 10:55","","Deadlift (Barbell)",,"",2,"normal",155,12,,,
"Barbell Hell 2","16 Aug 2025, 10:00","16 Aug 2025, 10:55","","Inverted Row",,"",0,"normal",,12,,,
"Barbell Hell 2","16 Aug 2025, 10:00","16 Aug 2025, 10:55","","Inverted Row",,"",1,"normal",,10,,,
"Barbell Hell 2","16 Aug 2025, 10:00","16 Aug 2025, 10:55","","Inverted Row",,"",2,"normal",,10,,,
"Barbell Hell 2","16 Aug 2025, 10:00","16 Aug 2025, 10:55","","Incline Bench Press (Smith Machine)",,"",0,"normal",95,12,,,
"Barbell Hell 2","16 Aug 2025, 10:00","16 Aug 2025, 10:55","","Incline Bench Press (Smith Machine)",,"",1,"normal",115,12,,,
"Barbell Hell 2","16 Aug 2025, 10:00","16 Aug 2025, 10:55","","Incline Bench Press (Smith Machine)",,"",2,"normal",115,10,,,
"Meh","13 Aug 2025, 07:03","13 Aug 2025, 07:56","","Warm Up",,"",0,"normal",,,,428,
"Meh","13 Aug 2025, 07:03","13 Aug 2025, 07:56","","Leg Extension (Machine)",,"",0,"normal",70,24,,,
"Meh","13 Aug 2025, 07:03","13 Aug 2025, 07:56","","Leg Extension (Machine)",,"",1,"normal",70,28,,,
"Meh","13 Aug 2025, 07:03","13 Aug 2025, 07:56","","Leg Extension (Machine)",,"",2,"normal",70,28,,,
"Meh","13 Aug 2025, 07:03","13 Aug 2025, 07:56","","Bicep Curl (Cable)",,"",0,"normal",40,24,,,
"Meh","13 Aug 2025, 07:03","13 Aug 2025, 07:56","","Bicep Curl (Cable)",,"",1,"normal",40,24,,,
"Meh","13 Aug 2025, 07:03","13 Aug 2025, 07:56","","Bicep Curl (Cable)",,"",2,"normal",40,24,,,
"Meh","13 Aug 2025, 07:03","13 Aug 2025, 07:56","","Triceps Pushdown",,"Single arm, cross body",0,"normal",40,24,,,
"Meh","13 Aug 2025, 07:03","13 Aug 2025, 07:56","","Triceps Pushdown",,"Single arm, cross body",1,"normal",42.5,24,,,
"Meh","13 Aug 2025, 07:03","13 Aug 2025, 07:56","","Triceps Pushdown",,"Single arm, cross body",2,"normal",42.5,24,,,
"Meh","13 Aug 2025, 07:03","13 Aug 2025, 07:56","","Axe Chopper",,"",0,"normal",40,20,,,
"Meh","13 Aug 2025, 07:03","13 Aug 2025, 07:56","","Axe Chopper",,"",1,"normal",40,24,,,
"Meh","13 Aug 2025, 07:03","13 Aug 2025, 07:56","","Axe Chopper",,"",2,"normal",60,28,,,
"Punishment - Barbell Hell","11 Aug 2025, 07:27","11 Aug 2025, 08:06","","Warm Up",,"",0,"normal",,,,300,
"Punishment - Barbell Hell","11 Aug 2025, 07:27","11 Aug 2025, 08:06","","Upright Row (Barbell)",,"",0,"normal",65,13,,,
"Punishment - Barbell Hell","11 Aug 2025, 07:27","11 Aug 2025, 08:06","","Upright Row (Barbell)",,"",1,"normal",65,12,,,
"Punishment - Barbell Hell","11 Aug 2025, 07:27","11 Aug 2025, 08:06","","Shrug (Barbell)",,"",0,"normal",155,13,,,
"Punishment - Barbell Hell","11 Aug 2025, 07:27","11 Aug 2025, 08:06","","Shrug (Barbell)",,"",1,"normal",155,14,,,
"Punishment - Barbell Hell","11 Aug 2025, 07:27","11 Aug 2025, 08:06","","Overhead Press (Barbell)",,"",0,"normal",65,12,,,
"Punishment - Barbell Hell","11 Aug 2025, 07:27","11 Aug 2025, 08:06","","Overhead Press (Barbell)",,"",1,"normal",65,12,,,
"Punishment - Barbell Hell","11 Aug 2025, 07:27","11 Aug 2025, 08:06","","Bent Over Row (Barbell)",,"",0,"normal",135,14,,,
"Punishment - Barbell Hell","11 Aug 2025, 07:27","11 Aug 2025, 08:06","","Bent Over Row (Barbell)",,"",1,"normal",135,14,,,
"Punishment - Barbell Hell","11 Aug 2025, 07:27","11 Aug 2025, 08:06","","Deadlift (Barbell)",,"",0,"normal",155,10,,,
"Punishment - Barbell Hell","11 Aug 2025, 07:27","11 Aug 2025, 08:06","","Deadlift (Barbell)",,"",1,"normal",135,14,,,
"Punishment - Barbell Hell","11 Aug 2025, 07:27","11 Aug 2025, 08:06","","Bench Press (Dumbbell)",,"",0,"normal",40,12,,,
"Punishment - Barbell Hell","11 Aug 2025, 07:27","11 Aug 2025, 08:06","","Bench Press (Dumbbell)",,"",1,"normal",40,12,,,
"Big tired...","5 Aug 2025, 06:54","5 Aug 2025, 07:23","","Warm Up",,"",0,"normal",,,,300,
"Big tired...","5 Aug 2025, 06:54","5 Aug 2025, 07:23","","Bent Over Row (Barbell)",,"",0,"normal",135,12,,,
"Big tired...","5 Aug 2025, 06:54","5 Aug 2025, 07:23","","Bent Over Row (Barbell)",,"",1,"normal",135,12,,,
"Big tired...","5 Aug 2025, 06:54","5 Aug 2025, 07:23","","Shrug (Barbell)",,"",0,"normal",135,12,,,
"Big tired...","5 Aug 2025, 06:54","5 Aug 2025, 07:23","","Shrug (Barbell)",,"",1,"normal",135,15,,,
"Big tired...","5 Aug 2025, 06:54","5 Aug 2025, 07:23","","Bench Press (Dumbbell)",,"",0,"normal",45,8,,,
"Big tired...","5 Aug 2025, 06:54","5 Aug 2025, 07:23","","Bench Press (Dumbbell)",,"",1,"normal",45,10,,,
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Warm Up",,"",0,"normal",,,,331,
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Bent Over Row (Barbell)",0,"",0,"normal",135,15,,,
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Bent Over Row (Barbell)",0,"",1,"normal",140,15,,,
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Bent Over Row (Barbell)",0,"",2,"normal",140,16,,,
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Single Arm Lateral Raise (Cable)",0,"",0,"normal",15,10,,,
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Single Arm Lateral Raise (Cable)",0,"",1,"normal",20,10,,,
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Single Arm Lateral Raise (Cable)",0,"",2,"normal",20,10,,,
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Landmine 180",1,"",0,"normal",45,20,,,
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Landmine 180",1,"",1,"normal",45,20,,,
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Landmine 180",1,"",2,"normal",45,20,,,
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Front Raise (Dumbbell)",1,"",0,"normal",10,15,,,
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Front Raise (Dumbbell)",1,"",1,"normal",10,16,,,
"Lift","29 Jul 2025, 06:37","29 Jul 2025, 07:32","","Front Raise (Dumbbell)",1,"",2,"normal",12,14,,,
